 GLOBAL PARAMETERS
 
 m [kg]                                          :    2.27487152E+12
 R [km]                                          :    9.99000363E-01
 Mean Density [g/cm^3]                           :    5.44717499E-01
 C/mR^2 (Total Moment of Inertia Respect to z)   :    3.25942527E-01
 C20                                             :    1.02070635E-04
 C22                                             :    3.06496613E-05
 ekf (Equivalent Fluid Love Number)              :    8.97917764E-01
 H(n)                                            :    7.59167106E-01
 
 PARAMETERS ON SURFACE
 
 a-R [km]                                        :    3.02054303E-04
 b-R [km]                                        :   -8.64276523E-05
 c-R [km]                                        :   -2.15553999E-04
 
 f1=(a-c)/a                                      :    5.17969613E-04
 f2=(b-c)/b                                      :    1.29266735E-04
 f3=(a-b)/a                                      :    3.88702878E-04
 
 EQUIVALENT HOMOGENEOUS SOLUTIONS
 
 f_Jeans                                         :    5.12012277E-04
 f_MacLaurin                                     :    1.70274415E-04
 f_Roche                                         :    6.82286692E-04
 
===================================================================================================================================================
 
   i    R(i)              rho(i)            mlay(i)           Clay(i)           H(i)              kl(i)          
  89    4.45003630E-02    9.98747152E+11    1.22877882E+07    1.60442116E+04    6.40891581E-01    9.68484551E-02
  90    4.50003630E-02    9.98718833E+11    1.25666856E+07    1.67812517E+04    6.40894720E-01    9.57942206E-02
  91    4.55003630E-02    9.98690197E+11    1.28487006E+07    1.75433821E+04    6.40897893E-01    9.47626180E-02
  92    4.60003630E-02    9.98661245E+11    1.31338326E+07    1.83311649E+04    6.40901102E-01    9.37529256E-02
  93    4.65003630E-02    9.98631976E+11    1.34220810E+07    1.91451681E+04    6.40904345E-01    9.27644524E-02
  94    4.70003630E-02    9.98602389E+11    1.37134454E+07    1.99859660E+04    6.40907624E-01    9.17965357E-02
  95    4.75003630E-02    9.98572487E+11    1.40079252E+07    2.08541390E+04    6.40910937E-01    9.08485405E-02
  96    4.80003630E-02    9.98542267E+11    1.43055198E+07    2.17502737E+04    6.40914285E-01    8.99198574E-02
  97    4.85003630E-02    9.98511730E+11    1.46062287E+07    2.26749629E+04    6.40917668E-01    8.90099018E-02
  98    4.90003630E-02    9.98480877E+11    1.49100512E+07    2.36288054E+04    6.40921086E-01    8.81181123E-02
  99    4.95003630E-02    9.98449707E+11    1.52169868E+07    2.46124063E+04    6.40924539E-01    8.72439497E-02
 100    5.00003630E-02    9.98418220E+11    1.55270349E+07    2.56263766E+04    6.40928027E-01    8.63868961E-02
 101    5.05003630E-02    9.98386416E+11    1.58401949E+07    2.66713338E+04    6.40931550E-01    8.55464536E-02
 102    5.10003630E-02    9.98354295E+11    1.61564662E+07    2.77479012E+04    6.40935107E-01    8.47221434E-02
 103    5.15003630E-02    9.98321858E+11    1.64758483E+07    2.88567084E+04    6.40938700E-01    8.39135049E-02
 104    5.20003630E-02    9.98289103E+11    1.67983404E+07    2.99983912E+04    6.40942327E-01    8.31200949E-02
 105    5.25003630E-02    9.98256032E+11    1.71239420E+07    3.11735913E+04    6.40945990E-01    8.23414868E-02
 106    5.30003630E-02    9.98222644E+11    1.74526525E+07    3.23829567E+04    6.40949687E-01    8.15772698E-02
 107    5.35003630E-02    9.98188938E+11    1.77844712E+07    3.36271415E+04    6.40953420E-01    8.08270479E-02
 108    5.40003630E-02    9.98154916E+11    1.81193975E+07    3.49068058E+04    6.40957187E-01    8.00904399E-02
 109    5.45003630E-02    9.98120577E+11    1.84574308E+07    3.62226161E+04    6.40960989E-01    7.93670780E-02
 110    5.50003630E-02    9.98085921E+11    1.87985703E+07    3.75752446E+04    6.40964826E-01    7.86566077E-02
 111    5.55003630E-02    9.98050948E+11    1.91428156E+07    3.89653699E+04    6.40968698E-01    7.79586869E-02
 112    5.60003630E-02    9.98015658E+11    1.94901658E+07    4.03936767E+04    6.40972605E-01    7.72729856E-02
 113    5.65003630E-02    9.97980051E+11    1.98406203E+07    4.18608557E+04    6.40976548E-01    7.65991853E-02
 114    5.70003630E-02    9.97944127E+11    2.01941785E+07    4.33676037E+04    6.40980525E-01    7.59369783E-02
 115    5.75003630E-02    9.97907886E+11    2.05508397E+07    4.49146236E+04    6.40984537E-01    7.52860676E-02
 116    5.80003630E-02    9.97871328E+11    2.09106032E+07    4.65026245E+04    6.40988584E-01    7.46461662E-02
 117    5.85003630E-02    9.97834452E+11    2.12734684E+07    4.81323214E+04    6.40992666E-01    7.40169966E-02
 118    5.90003630E-02    9.97797260E+11    2.16394344E+07    4.98044356E+04    6.40996783E-01    7.33982908E-02
 119    5.95003630E-02    9.97759751E+11    2.20085006E+07    5.15196943E+04    6.41000934E-01    7.27897895E-02
 120    6.00003630E-02    9.97721924E+11    2.23806664E+07    5.32788308E+04    6.41005121E-01    7.21912419E-02
 121    6.05003630E-02    9.97683781E+11    2.27559310E+07    5.50825847E+04    6.41009343E-01    7.16024053E-02
 122    6.10003630E-02    9.97645320E+11    2.31342936E+07    5.69317013E+04    6.41013600E-01    7.10230450E-02
 123    6.15003630E-02    9.97606542E+11    2.35157537E+07    5.88269322E+04    6.41017892E-01    7.04529336E-02
 124    6.20003630E-02    9.97567447E+11    2.39003103E+07    6.07690351E+04    6.41022219E-01    6.98918510E-02
 125    6.25003630E-02    9.97528035E+11    2.42879628E+07    6.27587736E+04    6.41026581E-01    6.93395841E-02
 126    6.30003630E-02    9.97488305E+11    2.46787105E+07    6.47969174E+04    6.41030978E-01    6.87959263E-02
 127    6.35003630E-02    9.97448259E+11    2.50725526E+07    6.68842425E+04    6.41035410E-01    6.82606776E-02
 128    6.40003630E-02    9.97407895E+11    2.54694883E+07    6.90215305E+04    6.41039877E-01    6.77336440E-02
 129    6.45003630E-02    9.97367214E+11    2.58695169E+07    7.12095694E+04    6.41044380E-01    6.72146374E-02
 130    6.50003630E-02    9.97326215E+11    2.62726376E+07    7.34491531E+04    6.41048917E-01    6.67034755E-02
 131    6.55003630E-02    9.97284900E+11    2.66788497E+07    7.57410816E+04    6.41053489E-01    6.61999815E-02
 132    6.60003630E-02    9.97243267E+11    2.70881524E+07    7.80861608E+04    6.41058096E-01    6.57039837E-02
 133    6.65003630E-02    9.97201317E+11    2.75005448E+07    8.04852028E+04    6.41062738E-01    6.52153157E-02
 134    6.70003630E-02    9.97159049E+11    2.79160262E+07    8.29390256E+04    6.41067416E-01    6.47338158E-02
 135    6.75003630E-02    9.97116464E+11    2.83345958E+07    8.54484533E+04    6.41072128E-01    6.42593272E-02
 136    6.80003630E-02    9.97073562E+11    2.87562528E+07    8.80143160E+04    6.41076876E-01    6.37916974E-02
 137    6.85003630E-02    9.97030342E+11    2.91809964E+07    9.06374497E+04    6.41081658E-01    6.33307786E-02
 138    6.90003630E-02    9.96986805E+11    2.96088257E+07    9.33186966E+04    6.41086476E-01    6.28764269E-02
 139    6.95003630E-02    9.96942951E+11    3.00397401E+07    9.60589049E+04    6.41091329E-01    6.24285028E-02
 140    7.00003630E-02    9.96898779E+11    3.04737385E+07    9.88589285E+04    6.41096217E-01    6.19868704E-02
 141    7.05003630E-02    9.96854290E+11    3.09108202E+07    1.01719628E+05    6.41101140E-01    6.15513978E-02
 142    7.10003630E-02    9.96809483E+11    3.13509844E+07    1.04641868E+05    6.41106098E-01    6.11219568E-02
 143    7.15003630E-02    9.96764359E+11    3.17942301E+07    1.07626523E+05    6.41111091E-01    6.06984226E-02
 144    7.20003630E-02    9.96718917E+11    3.22405567E+07    1.10674469E+05    6.41116119E-01    6.02806739E-02
 145    7.25003630E-02    9.96673158E+11    3.26899631E+07    1.13786591E+05    6.41121182E-01    5.98685926E-02
 146    7.30003630E-02    9.96627082E+11    3.31424486E+07    1.16963779E+05    6.41126281E-01    5.94620640E-02
 147    7.35003630E-02    9.96580687E+11    3.35980122E+07    1.20206929E+05    6.41131414E-01    5.90609762E-02
 148    7.40003630E-02    9.96533976E+11    3.40566531E+07    1.23516943E+05    6.41136583E-01    5.86652206E-02
 149    7.45003630E-02    9.96486946E+11    3.45183705E+07    1.26894729E+05    6.41141787E-01    5.82746911E-02
 150    7.50003630E-02    9.96439599E+11    3.49831633E+07    1.30341200E+05    6.41147026E-01    5.78892847E-02
 151    7.55003630E-02    9.96391935E+11    3.54510308E+07    1.33857277E+05    6.41152300E-01    5.75089009E-02
 152    7.60003630E-02    9.96343953E+11    3.59219721E+07    1.37443885E+05    6.41157609E-01    5.71334420E-02
 153    7.65003630E-02    9.96295653E+11    3.63959861E+07    1.41101956E+05    6.41162954E-01    5.67628127E-02
 154    7.70003630E-02    9.96247035E+11    3.68730721E+07    1.44832428E+05    6.41168334E-01    5.63969201E-02
 155    7.75003630E-02    9.96198100E+11    3.73532291E+07    1.48636244E+05    6.41173748E-01    5.60356737E-02
 156    7.80003630E-02    9.96148847E+11    3.78364561E+07    1.52514354E+05    6.41179198E-01    5.56789853E-02
 157    7.85003630E-02    9.96099277E+11    3.83227523E+07    1.56467714E+05    6.41184684E-01    5.53267691E-02
 158    7.90003630E-02    9.96049388E+11    3.88121167E+07    1.60497284E+05    6.41190204E-01    5.49789411E-02
 159    7.95003630E-02    9.95999182E+11    3.93045484E+07    1.64604033E+05    6.41195760E-01    5.46354196E-02
 160    8.00003630E-02    9.95948658E+11    3.98000464E+07    1.68788933E+05    6.41201350E-01    5.42961248E-02
 161    8.05003630E-02    9.95897817E+11    4.02986098E+07    1.73052963E+05    6.41206976E-01    5.39609791E-02
 162    8.10003630E-02    9.95846657E+11    4.08002376E+07    1.77397108E+05    6.41212637E-01    5.36299065E-02
 163    8.15003630E-02    9.95795180E+11    4.13049288E+07    1.81822361E+05    6.41218334E-01    5.33028330E-02
 164    8.20003630E-02    9.95743384E+11    4.18126825E+07    1.86329716E+05    6.41224065E-01    5.29796864E-02
 165    8.25003630E-02    9.95691271E+11    4.23234978E+07    1.90920177E+05    6.41229832E-01    5.26603961E-02
 166    8.30003630E-02    9.95638840E+11    4.28373735E+07    1.95594753E+05    6.41235634E-01    5.23448933E-02
 167    8.35003630E-02    9.95586091E+11    4.33543087E+07    2.00354458E+05    6.41241472E-01    5.20331107E-02
 168    8.40003630E-02    9.95533025E+11    4.38743025E+07    2.05200312E+05    6.41247344E-01    5.17249828E-02
 169    8.45003630E-02    9.95479640E+11    4.43973538E+07    2.10133342E+05    6.41253252E-01    5.14204454E-02
 170    8.50003630E-02    9.95425937E+11    4.49234617E+07    2.15154580E+05    6.41259195E-01    5.11194359E-02
 171    8.55003630E-02    9.95371916E+11    4.54526250E+07    2.20265063E+05    6.41265173E-01    5.08218932E-02
 172    8.60003630E-02    9.95317577E+11    4.59848429E+07    2.25465836E+05    6.41271187E-01    5.05277576E-02
 173    8.65003630E-02    9.95262920E+11    4.65201142E+07    2.30757947E+05    6.41277236E-01    5.02369705E-02
 174    8.70003630E-02    9.95207945E+11    4.70584379E+07    2.36142454E+05    6.41283320E-01    4.99494750E-02
 175    8.75003630E-02    9.95152652E+11    4.75998130E+07    2.41620416E+05    6.41289439E-01    4.96652152E-02
 176    8.80003630E-02    9.95097041E+11    4.81442385E+07    2.47192901E+05    6.41295594E-01    4.93841367E-02
 177    8.85003630E-02    9.95041112E+11    4.86917132E+07    2.52860982E+05    6.41301784E-01    4.91061862E-02
 178    8.90003630E-02    9.94984865E+11    4.92422362E+07    2.58625738E+05    6.41308010E-01    4.88313115E-02
 179    8.95003630E-02    9.94928299E+11    4.97958064E+07    2.64488254E+05    6.41314270E-01    4.85594616E-02
 180    9.00003630E-02    9.94871415E+11    5.03524227E+07    2.70449619E+05    6.41320566E-01    4.82905868E-02
 181    9.05003630E-02    9.94814213E+11    5.09120841E+07    2.76510931E+05    6.41326898E-01    4.80246382E-02
 182    9.10003630E-02    9.94756693E+11    5.14747894E+07    2.82673290E+05    6.41333264E-01    4.77615681E-02
 183    9.15003630E-02    9.94698854E+11    5.20405376E+07    2.88937806E+05    6.41339666E-01    4.75013300E-02
 184    9.20003630E-02    9.94640698E+11    5.26093275E+07    2.95305591E+05    6.41346104E-01    4.72438780E-02
 185    9.25003630E-02    9.94582223E+11    5.31811582E+07    3.01777766E+05    6.41352576E-01    4.69891676E-02
 186    9.30003630E-02    9.94523429E+11    5.37560284E+07    3.08355454E+05    6.41359084E-01    4.67371550E-02
 187    9.35003630E-02    9.94464317E+11    5.43339371E+07    3.15039788E+05    6.41365628E-01    4.64877973E-02
 188    9.40003630E-02    9.94404887E+11    5.49148831E+07    3.21831904E+05    6.41372207E-01    4.62410528E-02
 189    9.45003630E-02    9.94345139E+11    5.54988654E+07    3.28732944E+05    6.41378821E-01    4.59968802E-02
 190    9.50003630E-02    9.94285072E+11    5.60858828E+07    3.35744057E+05    6.41385470E-01    4.57552395E-02
 191    9.55003630E-02    9.94224686E+11    5.66759341E+07    3.42866396E+05    6.41392155E-01    4.55160913E-02
 192    9.60003630E-02    9.94163982E+11    5.72690183E+07    3.50101122E+05    6.41398876E-01    4.52793970E-02
 193    9.65003630E-02    9.94102960E+11    5.78651341E+07    3.57449400E+05    6.41405632E-01    4.50451190E-02
 194    9.70003630E-02    9.94041619E+11    5.84642805E+07    3.64912401E+05    6.41412423E-01    4.48132202E-02
 195    9.75003630E-02    9.93979960E+11    5.90664562E+07    3.72491302E+05    6.41419249E-01    4.45836645E-02
 196    9.80003630E-02    9.93917982E+11    5.96716601E+07    3.80187286E+05    6.41426112E-01    4.43564162E-02
 197    9.85003630E-02    9.93855685E+11    6.02798911E+07    3.88001541E+05    6.41433009E-01    4.41314407E-02
 198    9.90003630E-02    9.93793070E+11    6.08911479E+07    3.95935262E+05    6.41439942E-01    4.39087038E-02
 199    9.95003630E-02    9.93730136E+11    6.15054294E+07    4.03989647E+05    6.41446910E-01    4.36881722E-02
 200    1.00000363E-01    9.93666884E+11    6.21227349E+07    4.12165906E+05    6.41453914E-01    4.34698135E-02
 201    1.00500363E-01    9.93603313E+11    6.27430616E+07    4.20465241E+05    6.41460954E-01    4.32535944E-02
 202    1.01000363E-01    9.93539423E+11    6.33664100E+07    4.28888877E+05    6.41468028E-01    4.30394847E-02
 203    1.01500363E-01    9.93475214E+11    6.39927782E+07    4.37438034E+05    6.41475139E-01    4.28274530E-02
 204    1.02000363E-01    9.93410687E+11    6.46221651E+07    4.46113941E+05    6.41482285E-01    4.26174691E-02
 205    1.02500363E-01    9.93345841E+11    6.52545694E+07    4.54917831E+05    6.41489466E-01    4.24095033E-02
 206    1.03000363E-01    9.93280676E+11    6.58899899E+07    4.63850944E+05    6.41496683E-01    4.22035266E-02
 207    1.03500363E-01    9.93215192E+11    6.65284254E+07    4.72914525E+05    6.41503935E-01    4.19995104E-02
 208    1.04000363E-01    9.93149389E+11    6.71698747E+07    4.82109825E+05    6.41511223E-01    4.17974267E-02
 209    1.04500363E-01    9.93083268E+11    6.78143365E+07    4.91438101E+05    6.41518546E-01    4.15972480E-02
 210    1.05000363E-01    9.93016827E+11    6.84618095E+07    5.00900614E+05    6.41525905E-01    4.13989473E-02
 211    1.05500363E-01    9.92950068E+11    6.91122926E+07    5.10498633E+05    6.41533300E-01    4.12024983E-02
 212    1.06000363E-01    9.92882989E+11    6.97657843E+07    5.20233431E+05    6.41540730E-01    4.10078749E-02
 213    1.06500363E-01    9.92815592E+11    7.04222836E+07    5.30106286E+05    6.41548195E-01    4.08150517E-02
 214    1.07000363E-01    9.92747876E+11    7.10817890E+07    5.40118484E+05    6.41555696E-01    4.06240037E-02
 215    1.07500363E-01    9.92679840E+11    7.17442993E+07    5.50271314E+05    6.41563233E-01    4.04347063E-02
 216    1.08000363E-01    9.92611486E+11    7.24098133E+07    5.60566074E+05    6.41570805E-01    4.02471355E-02
 217    1.08500363E-01    9.92542812E+11    7.30783296E+07    5.71004063E+05    6.41578413E-01    4.00612676E-02
 218    1.09000363E-01    9.92473819E+11    7.37498469E+07    5.81586589E+05    6.41586057E-01    3.98770794E-02
 219    1.09500363E-01    9.92404508E+11    7.44243640E+07    5.92314965E+05    6.41593736E-01    3.96945481E-02
 220    1.10000363E-01    9.92334877E+11    7.51018794E+07    6.03190509E+05    6.41601450E-01    3.95136513E-02
 221    1.10500363E-01    9.92264926E+11    7.57823920E+07    6.14214544E+05    6.41609201E-01    3.93343670E-02
 222    1.11000363E-01    9.92194657E+11    7.64659004E+07    6.25388400E+05    6.41616987E-01    3.91566737E-02
 223    1.11500363E-01    9.92124068E+11    7.71524032E+07    6.36713412E+05    6.41624808E-01    3.89805500E-02
 224    1.12000363E-01    9.92053160E+11    7.78418991E+07    6.48190920E+05    6.41632666E-01    3.88059753E-02
 225    1.12500363E-01    9.91981933E+11    7.85343868E+07    6.59822270E+05    6.41640558E-01    3.86329289E-02
 226    1.13000363E-01    9.91910386E+11    7.92298649E+07    6.71608814E+05    6.41648487E-01    3.84613908E-02
 227    1.13500363E-01    9.91838520E+11    7.99283320E+07    6.83551908E+05    6.41656451E-01    3.82913413E-02
